description,latitude,created,longitude,__CLASS__,adref,salary_min,redirect_url,id,salary_is_predicted,title,salary_max,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.97821,2026-08-09T09:21:54Z,-77.38699,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTMzIn0.2qycmJGtP5zLS5LEFLMr2nFf1bbEb5vUWXCN8g9tz1k,0.0,https://www.adzuna.com/land/ad/5834693933?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=36D28A4264113E96BC156BAA840F16523FD97FA9,5834693933,0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Fairfax County', 'Herndon']",Adzuna::API::Response::Location,"Herndon, Fairfax County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.525146,2026-08-09T09:21:54Z,-76.973636,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk4OCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.cFnSZHAWtIe2cDPaMejRSduIsd8b162PLM4RkO1oPe8,0.0,https://www.adzuna.com/land/ad/5834693988?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=643D9EDF20A3F8AEE68A548EC79BDB5C97A1718B,5834693988,0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Maryland', 'Charles County', 'La Plata']",Adzuna::API::Response::Location,"La Plata, Charles County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.608628,2026-08-09T09:21:54Z,-76.600951,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk0MDAzIn0.xlEFS5-uc9Zzy5C8u3H4YSM-WzBOXv-mzyC10sO3-yI,0.0,https://www.adzuna.com/land/ad/5834694003?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=335C8082450F23C897007EDF4BC326056E478D16,5834694003,0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Maryland', 'Calvert County', 'Huntingtown']",Adzuna::API::Response::Location,"Huntingtown, Calvert County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",40.04214,2026-08-09T09:21:54Z,-75.63066,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk2NyIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.dkIqVVCzTt1cvA9R_nBDmxcTFlKZAXWN6_Af7-HZHQY,0.0,https://www.adzuna.com/land/ad/5834693967?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=BDE625DFBB3D06CC0782FA6111A8EA653282F68E,5834693967,0,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Pennsylvania', 'Chester County', 'Exton']",Adzuna::API::Response::Location,"Exton, Chester County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"Nurse Practitioner | Family Practice Location: San Jose, CA Employer: LocumTenens.com Pay: Competitive weekly pay (inquire for details) Shift Information: Days - 5 days Start Date: ASAP About the Position LocumJobsOnline is working with LocumTenens.com to find a qualified Family Practice NP in San Jose, California, 95140! This Job at a Glance Job Reference Id: ORD-219727-NP-CA Title: NP Dates Needed: ASAP - 6 months Shift Type: Day Shift Assignment Type: Outpatient Call Required: No Board Certi…",34.023819,2026-08-09T09:21:54Z,-118.153228,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzODgwIn0.xaOU3w4KicMOz9rTGJaK7Pt9wlCw1cCyMhE55N08zqc,198765.42,https://www.adzuna.com/details/5834693880?utm_medium=api&utm_source=abfa41a4,5834693880,1,"Locum Nurse Practitioner (NP) - Family Practice in San Jose, CA",198765.42,Adzuna::API::Response::Company,Locum Jobs Online,"['US', 'California', 'Los Angeles County', 'Commerce']",Adzuna::API::Response::Location,"Commerce, Los Angeles County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,contract
"Title: Construction Project Manager - Glass & Glazing (Fort Lauderdale, FL) WHY YOU WANT THIS OPPORTUNITY You are passionate about ensuring high-quality, on-time and safe completion of construction projects. You want to work alongside dedicated professionals in a supportive atmosphere where you can see your contributions making a difference. Pursue professional development and career growth in a supportive, collaborative environment that values and rewards your individual contributions. You wan…",26.14255,2026-08-09T09:21:54Z,-80.139499,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTczIn0.yXbv_ncZ1dg5gEqhLqsUGDYO2P9835MXeMQ-A4FhvAs,77972.65,https://www.adzuna.com/details/5834693973?utm_medium=api&utm_source=abfa41a4,5834693973,1,Construction Project Manager - Glass & Glazing,77972.65,Adzuna::API::Response::Company,Florida Construction Connection Inc,"['US', 'Florida', 'Broward County', 'Lazy Lake']",Adzuna::API::Response::Location,"Lazy Lake, Broward County",trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.70903,2026-08-09T09:21:54Z,-77.812053,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk4MiIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.8i_5rfBI04rN7KskonrBrWV2jPB5DBt8X18Kh_CozCA,0.0,https://www.adzuna.com/land/ad/5834693982?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=07A603A32D593A54A83D419E3F172A7EE6AAE7D4,5834693982,0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Fauquier County', 'Warrenton']",Adzuna::API::Response::Location,"Warrenton, Fauquier County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.544102,2026-08-09T09:21:54Z,-78.061556,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk2MCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.0qifKq4RWnZl2P8FxH4L7ev4YtD0b6tPl5g_HDABHMg,0.0,https://www.adzuna.com/land/ad/5834693960?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=535E068D6933DB16B0A3BA2FF112DA451C8B2954,5834693960,0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'West Virginia', 'Berkeley County', 'Jones Springs']",Adzuna::API::Response::Location,"Jones Springs, Berkeley County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.160024,2026-08-09T09:21:54Z,-77.983739,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTcyIn0.oSGAm5dgKSNOx-mDOKFvbKU4GDoaLsCqpO2BoQreDVQ,0.0,https://www.adzuna.com/land/ad/5834693972?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=AB16F7D184D8062A804A925FF45161A73D32F59A,5834693972,0,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Clarke County', 'Berryville']",Adzuna::API::Response::Location,"Berryville, Clarke County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",39.03408,2026-08-09T09:21:54Z,-77.4885,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk0MCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.goXhNncGUo5b2E591IdnzupihzoNJ3RupM7Q5suk6eE,67600.0,https://www.adzuna.com/land/ad/5834693940?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=EBA02134B8846D5566AF9B067519E7C2FF0706B3,5834693940,0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,83200.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Loudoun County', 'Ashburn']",Adzuna::API::Response::Location,"Ashburn, Loudoun County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.636344,2026-08-09T09:21:54Z,-76.884538,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk4NCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.SY7xxi_OrTg6Agr0x1HolipyScXVZrRkmRsjN8c42wQ,0.0,https://www.adzuna.com/land/ad/5834693984?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=C256B0257A8203298454302F8A00174851FA562E,5834693984,0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Maryland', 'Charles County', 'Waldorf']",Adzuna::API::Response::Location,"Waldorf, Charles County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
Dentist sought for site located in western PA about 90 minutes from Pittsburgh. Well established employer. This site provides a full range of outpatient comprehensive dental care to pediatrics through seniors. Competitive salary commensurate with experience and quarterly bonus potential based on quality and productivity; Vacation/Sick/Holiday/CME time off; Health/Dental/Vision Coverage; 403B Retirement Program; Disability & Life Insurance; FTCA Malpractice Coverage; Eligibility for State & Fede…,40.444374,2026-08-09T09:21:54Z,-79.941817,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzg4OSIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0._6DLoO6msuLO2R1Xp4bGJ6r_bxFKdVKUU6vf_jmP504,206396.55,https://www.adzuna.com/details/5834693889?utm_medium=api&utm_source=abfa41a4,5834693889,1,Dentist Opening for Western PA about 90 minutes from Pittsburgh,206396.55,Adzuna::API::Response::Company,National Coalition of Healthcare Recruiters,"['US', 'Pennsylvania', 'Allegheny County', 'Bloomfield']",Adzuna::API::Response::Location,"Bloomfield, Allegheny County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",40.336565,2026-08-09T09:21:54Z,-75.659945,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzg3MiIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.MwATpmMJeUtdLEUI-C0kZKg7IOGJf8J_F6aRmPeIp7U,0.0,https://www.adzuna.com/land/ad/5834693872?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=3616EA462845AAF7C339D5D477A58FA650D44A78,5834693872,0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Pennsylvania', 'Berks County', 'Gabelsville']",Adzuna::API::Response::Location,"Gabelsville, Berks County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"Become a Part of Our Caring Community As a CenterWell Home Health nurse, reporting to the Clinical Manager, you will provide personalized, one-on-one care that helps patients regain independence in the comfort of their homes. Working with a dedicated team of physicians and clinicians, you'll manage care plans that support recovery and help patients get back to the life they love. As a Home Health Registered Nurse, you will: Provide skilled nursing care to patients, working onsite in their homes…",41.904921,2026-08-09T09:21:54Z,-71.102687,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk2NCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.kZUc0uBrsm0199bV4_fCFVWtzUTFzuDfG6Z93q5F4TM,96366.6,https://www.adzuna.com/details/5834693964?utm_medium=api&utm_source=abfa41a4,5834693964,1,Home Health Registered Nurse PRN,96366.6,Adzuna::API::Response::Company,CenterWell Senior Primary Care,"['US', 'Massachusetts', 'Bristol County', 'Taunton']",Adzuna::API::Response::Location,"Taunton, Bristol County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.089337,2026-08-09T09:21:54Z,-78.203701,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk0NSIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.sQ28iQGaEPVOAs46GYIpII07RxgJtp4t2AwZl5svNVo,0.0,https://www.adzuna.com/land/ad/5834693945?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=811BB4897B03F7A3C8B95CF172780A9666299A17,5834693945,0,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Frederick County', 'Stephens City']",Adzuna::API::Response::Location,"Stephens City, Frederick County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",38.84967,2026-08-09T09:21:54Z,-77.44734,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTk1In0.xQ4WOFBaC9__IHZQ6CR4PhGAohdFMGd59PMBZ4fui-4,67600.0,https://www.adzuna.com/land/ad/5834693995?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A9526712FA2FB010563B81D6404BF3D2BEB9E744,5834693995,0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,83200.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Fairfax County', 'Sully Station']",Adzuna::API::Response::Location,"Sully Station, Fairfax County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.83006,2026-08-09T09:21:54Z,-77.215483,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTIxIn0.3GFzj_BMJ-VoFjHo1dsy-9uoArkqc6QHT_hyonVE5Qw,0.0,https://www.adzuna.com/land/ad/5834693921?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=C8BF652E62865FB11EEA056683CFAE092432C045,5834693921,0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Fairfax County', 'Annandale']",Adzuna::API::Response::Location,"Annandale, Fairfax County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",40.04214,2026-08-09T09:21:54Z,-75.63066,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzODY0In0.7OZTHlFl4p5NvE0n2f4wRV-gHqtgGrWqBztMUVuRRfg,0.0,https://www.adzuna.com/land/ad/5834693864?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=B8CFF3C403559EEA836EA0566A1F37F9A5D8B894,5834693864,0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Pennsylvania', 'Chester County', 'Exton']",Adzuna::API::Response::Location,"Exton, Chester County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",38.795358,2026-08-09T09:21:54Z,-76.787268,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzk3NCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.LW65W6O041x8TFbWjRgAHApNligwuo8HZLGQICdV0Gk,0.0,https://www.adzuna.com/land/ad/5834693974?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=D5A398792582831A2C7567F49F56883B4D1A42DD,5834693974,0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Maryland', ""Prince George's County"", 'Marlboro']",Adzuna::API::Response::Location,"Marlboro, Prince George's County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
Reid & Associates is partnering with a California Hospital system to identify a SR HR Advisor for a 13 week contract engagement. Works with human resource partners in providing targeted consulting to management/supervisors for an assigned area. Assists in developing proactive people strategies that support the department and/or team mission and goals. Acts as a member of the local human resources (HR) team collaborating with the communities of expertise (COE) and management/supervisors to ident…,37.999733,2026-08-09T09:21:54Z,-120.330302,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHNGdUhmcVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0NjkzOTE5In0.1HS_dvLMLm7Q0tILpgxVOdDcB6z-ZSN3Ahr3zU3G1LI,119013.33,https://www.adzuna.com/details/5834693919?utm_medium=api&utm_source=abfa41a4,5834693919,1,SR HR Advisor - HP Advisor,119013.33,Adzuna::API::Response::Company,MRINetwork,"['US', 'California', 'Tuolumne County', 'Standard']",Adzuna::API::Response::Location,"Standard, Tuolumne County",hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,,contract
"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",39.03408,2026-08-09T09:21:54Z,-77.4885,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5Mzg5NCIsInMiOiJYc0Z1SGZxVDhSRzlrczIzam5sbnNBIn0.54hWVqJbp-fVVkZ8wG1lwBRuWTqQmIuKE06nPT0yz34,0.0,https://www.adzuna.com/land/ad/5834693894?se=XsFuHfqT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=5D0CF67145581CBBBA11BCD542F2801CEA5FF903,5834693894,0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,70000.0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Virginia', 'Loudoun County', 'Ashburn']",Adzuna::API::Response::Location,"Ashburn, Loudoun County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
