description,latitude,created,redirect_url,__CLASS__,longitude,adref,salary_min,salary_is_predicted,id,salary_max,title,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",37.83444,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957405?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-122.28906,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3NDA1In0.VCmc_ynMAbEYq0mbnOszkZGFRjef_obXwo1A6a5IN6M,80080.0,0,5797957405,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'Alameda County', 'Emeryville']",Adzuna::API::Response::Location,"Emeryville, Alameda County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
CDL- A Refined Fuel Truck Driver - Long Haul. H - Hazardous Materials Endorsement. N - Tanker Vehicles Endorsement. We are currently seeking an experienced Fuel Transport Driver with an excellent driving record. The right candidate will have a Class A CDL with Hazmat and Tanker endorsements and 1 year of tractor/trailer driving experience. Long Haul routes are scheduled 5 days on the road at a time. Our drivers enjoy the generous compensation and the excellent benefits package we offer. · Based…,39.505969,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957415?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-104.782053,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzQxNSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.-2mExXj8HmOX9xll4Y9wKhTJySrPH9vTZT-i0GdiJEk,75725.98,1,5797957415,75725.98,Hazmat - CDL-A Company Driver - 1yr EXP Required - OTR - Tanker - H/N Endorsements Required - Pilot Flying J,"['US', 'Colorado', 'Douglas County', 'Parker']",Adzuna::API::Response::Location,"Parker, Douglas County",Adzuna::API::Response::Company,Pilot Flying J,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",29.75706,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957391?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-95.3698,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzkxIn0.cIoajTlKTOtj3DF-dNXORlUxNk4rZjLHDbTtPQlNXrU,80080.0,0,5797957391,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Texas', 'Harris County', 'Houston', 'Crestwood']",Adzuna::API::Response::Location,"Crestwood, Houston",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
CDL- A Refined Fuel Truck Driver - Long Haul. H - Hazardous Materials Endorsement. N - Tanker Vehicles Endorsement. We are currently seeking an experienced Fuel Transport Driver with an excellent driving record. The right candidate will have a Class A CDL with Hazmat and Tanker endorsements and 1 year of tractor/trailer driving experience. Long Haul routes are scheduled 5 days on the road at a time. Our drivers enjoy the generous compensation and the excellent benefits package we offer. · Based…,45.529774,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957429?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-122.680488,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzQyOSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.57pbGfNzFwM4nF9-Vaprn-7PYtn3sL33uHQ66UWoiYg,92374.66,1,5797957429,92374.66,Hazmat - CDL-A Company Driver - 1yr EXP Required - OTR - Tanker - H/N Endorsements Required - Pilot Flying J,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Company,Pilot Flying J,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",34.584678,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957362?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-98.36506,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzYyIn0.xTWlGJ43K0ffZmg1lkJpke3EubYvdu3U-5KY1-c7NlA,80080.0,0,5797957362,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Oklahoma', 'Comanche County', 'Meers']",Adzuna::API::Response::Location,"Meers, Comanche County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",38.906704,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957400?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-77.041912,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3NDAwIn0.v6UOxxd_9DORFKF0cFRzum6yEsX3WU3n4AUSlmm6zXc,80080.0,0,5797957400,85280.0,CDL-A Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Washington, D.C.']",Adzuna::API::Response::Location,"Washington, D.C., US",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",40.23316,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957380?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-111.644149,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzgwIn0.m6ymiG9D382sKwRAY8LGt7jFCKBTVKcfFh_Ma-3iHLU,80080.0,0,5797957380,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Utah', 'Utah County', 'Provo Canyon']",Adzuna::API::Response::Location,"Provo Canyon, Utah County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",32.7211,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957413?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-117.16431,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3NDEzIn0.3DiAqF-W_RwHcsgQAcf_Iaps1F37nCV-jKwMNwuz7kM,80080.0,0,5797957413,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'San Diego County', 'San Diego']",Adzuna::API::Response::Location,"San Diego, San Diego County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",37.65652,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957381?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-120.911872,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzM4MSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.XSmLUz9c1hNt-VsujRdu3bQGVV8QXf7FrryaK2NTSb0,80080.0,0,5797957381,85280.0,CDL-A Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'Stanislaus County', 'Hughson']",Adzuna::API::Response::Location,"Hughson, Stanislaus County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"Class A CDL - DEF Driver. N - Tanker Vehicles Endorsement. We are currently seeking the right candidate with a Class A CDL, 1 year of tractor/trailer driving experience, and Tanker endorsement. Our DEF fleet is one of the best jobs on the road! Our drivers enjoy the generous compensation and the excellent benefits package we offer. NO Hazmat required! Based on performance, qualifying drivers may be eligible for Safety Enhancement Pay of an additional $1.00/hour Excellent hourly Pay - Paid Weekl…",44.14524,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957423?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-94.01196,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3NDIzIn0.h3EIEbbHda2yAWXvlMkloLBv1poyi1kIsWMpM9CDoM0,92213.77,1,5797957423,92213.77,CDL-A Company Driver - 1yr EXP Required - Regional - Tanker - N Endorsements Required - Pilot Flying J,"['US', 'Minnesota', 'Blue Earth County', 'Skyline']",Adzuna::API::Response::Location,"Skyline, Blue Earth County",Adzuna::API::Response::Company,Pilot Flying J,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",29.30124,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957369?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-94.78842,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzM2OSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.IOjna2a9jzUoUjIJxW1Ui5Z-eDUqjewET50zFmrE6kI,80080.0,0,5797957369,85280.0,CDL-A Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Texas', 'Galveston County', 'Island']",Adzuna::API::Response::Location,"Island, Galveston County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",33.844958,2026-07-12T08:57:40Z,https://www.adzuna.com/details/5797957392?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-116.536352,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzkyIn0.wicWsU_RFrLEXaZ-oQaOBbrp90SqQIk2zcBuTdlsDLA,80080.0,0,5797957392,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'Riverside County', 'Barona Rancheria']",Adzuna::API::Response::Location,"Barona Rancheria, Riverside County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",40.019725,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957333?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-105.289474,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMzMyIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.D62L1Q-NpbsbLn2BYMaPKyHYz_t7WnzfJVd25G9twQc,80080.0,0,5797957333,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Colorado', 'Boulder County', 'Boulder']",Adzuna::API::Response::Location,"Boulder, Boulder County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",34.357481,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957344?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-119.072174,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzM0NCIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.BkGXUQnLZ0yWf_rp86-Bvq4jrpjKrm3EIcEDevMhHxA,80080.0,0,5797957344,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'Ventura County', 'Santa Paula']",Adzuna::API::Response::Location,"Santa Paula, Ventura County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",39.505969,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957305?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-104.782053,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMwNSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.O8IfJ-HB8AvmGjoEXdjcK8gz_jdzAqWCsfyBVUAA1Ok,80080.0,0,5797957305,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Colorado', 'Douglas County', 'Parker']",Adzuna::API::Response::Location,"Parker, Douglas County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",31.551285,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957322?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-97.139431,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzIyIn0.m2Fod-wlX9dYjKjFiJfaLTNvx5lY8wVr2AayW20zOQU,80080.0,0,5797957322,85280.0,CDL-A Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Texas', 'McLennan County', 'Waco']",Adzuna::API::Response::Location,"Waco, McLennan County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",33.586005,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957293?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-101.859971,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzI5MyIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.h6Dryh7ACuCsbO4JF5LZK_enDF106szrJGhJhbZJIL4,80080.0,0,5797957293,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Texas', 'Lubbock County', 'Lubbock']",Adzuna::API::Response::Location,"Lubbock, Lubbock County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",31.095475,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957308?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-97.317976,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMwOCIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0._a5sJJ2RJ76ba5dqKiD68D6ybUN129u4c8LbdqdqvYs,80080.0,0,5797957308,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Texas', 'Bell County', 'Oscar']",Adzuna::API::Response::Location,"Oscar, Bell County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",36.34992,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957319?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-119.327717,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMxOSIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.ekMGl_bIYkV99xobl4Z7XZJT1l1Cl3czsvSX9Vk82E0,80080.0,0,5797957319,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'California', 'Tulare County', 'Visalia']",Adzuna::API::Response::Location,"Visalia, Tulare County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",31.549609,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957346?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-110.268343,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzM0NiIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.Hx0TjLTrliRdZbFMMw0nGZ0il_X677joMHckZt7HKJ4,80080.0,0,5797957346,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Arizona', 'Cochise County', 'Sierra Bonita']",Adzuna::API::Response::Location,"Sierra Bonita, Cochise County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",38.83864,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957336?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-104.815387,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMzNiIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.Ng3aTedQZz1aO0rqRL6_xIJuK0vFP0CuYCsVqnvDGSs,80080.0,0,5797957336,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Colorado', 'El Paso County', 'Stratmoor Hills']",Adzuna::API::Response::Location,"Stratmoor Hills, El Paso County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",38.231366,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957315?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-104.636987,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG00TFdfOTk4UkcxLUl3ZlJXd3lfUSIsImkiOiI1Nzk3OTU3MzE1In0.TX5NGBez41sTG6T77W-pKoi0q_wCpnvX1UINWJCZdWo,80080.0,0,5797957315,85280.0,Truck Driver Company - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Colorado', 'Pueblo County', 'Bessemer']",Adzuna::API::Response::Location,"Bessemer, Pueblo County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
"CDL-A COMPANY TRUCK DRIVER. CDL-A Truck Driver - Get top miles, quality home time  higher starting pay right away - INCREASED CPM BASED ON EXP. Freymiller offers real trucking careers for real life where you’ll find quality home time, great pay, and family-centered support! We are now seeking qualified CDL-A truck drivers for OTR runs offering better pay, newer equipment and a homegrown, family atmosphere CDL-A professional drivers love. Learn more about our new pay increase - HOW MUCH MORE CAN…",38.231366,2026-07-12T08:57:39Z,https://www.adzuna.com/details/5797957323?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-104.636987,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk1NzMyMyIsInMiOiJwbTRMV185OThSRzEtSXdmUld3eV9RIn0.t9tyyuR1ybHY-R7mzDcX7JpF-KmTdlTDLh5Iwne-3wI,80080.0,0,5797957323,85280.0,Class A CDL Company Driver - 6mo EXP Required - OTR - Dry Van - $1.54k - $1.64k per week - FREYMILLER,"['US', 'Colorado', 'Pueblo County', 'Bessemer']",Adzuna::API::Response::Location,"Bessemer, Pueblo County",Adzuna::API::Response::Company,FREYMILLER,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
