description,created,salary_min,redirect_url,longitude,salary_max,adref,salary_is_predicted,__CLASS__,latitude,title,id,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,contract_time,contract_type
"Registered Nurse (RN) | Medical-Surgical Location: Rolla, ND Agency: Host Healthcare Pay: $1,720 to $1,873 per week Shift Information: Rotating Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Med/Surg RN in Rolla, North Dakota, 58367! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Rolla, ND. If you are interested in th…",2026-04-09T10:31:59Z,89440.0,https://www.adzuna.com/land/ad/5694592880?se=hqJPuSQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=6A217B8EDFD22634C15DEC916F45DAD084441BA3,-99.618563,97396.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg4MCIsInMiOiJocUpQdVNRMDhSR0NRNDlLZTNsNXVBIn0.VIVsc-gs2ljoGu8fm1EHvyQepRPn1KEJx3Fswt9dzgk,0,Adzuna::API::Response::Job,48.858321,"Travel Nurse RN - Medical-Surgical - $1,720 to $1,873 per week in Rolla, ND",5694592880,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'North Dakota', 'Rolette County', 'Rolla']","Rolla, Rolette County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Indianapolis, IN Agency: Host Healthcare Pay: $1,720 to $1,873 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 4/6/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ICU/Critical Care RN in Indianapolis, Indiana, 46237! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - ICU in Indianapol…",2026-04-09T10:31:59Z,89440.0,https://www.adzuna.com/land/ad/5694592876?se=hqJPuSQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=F863EF897924D45853741E30AE596F427B1CA74E,-85.99759,97396.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg3NiIsInMiOiJocUpQdVNRMDhSR0NRNDlLZTNsNXVBIn0.h7qKCoL1RI-PXkR5_cxXEDJNd75agBrEXvuBVK7vzqY,0,Adzuna::API::Response::Job,39.65626,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $1,720 to $1,873 per week in Indianapolis, IN",5694592876,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Indiana', 'Marion County', 'Acton']","Acton, Marion County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Registered Nurse First Assistant Location: Atlanta, GA Agency: Titan Medical Group Pay: Competitive weekly pay (inquire for details) Shift Information: Days - 3 days x 12 hours Contract Duration: 26 Weeks Start Date: 7/13/2026 About the Position TravelNurseSource is working with Titan Medical Group to find a qualified RNFA RN in Atlanta, Georgia, 30301! Travel Certified Surgical First Assist RN Location: Atlanta, GA, United States Start date: 07-13-2026 Assignment length…",2026-04-09T10:31:59Z,18803.46,https://www.adzuna.com/land/ad/5694592877?se=hqJPuSQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=FBA40086C9D7DD11C7508F8399D431163B7857D7,-84.399,18803.46,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHFKUHVTUTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkyODc3In0.rNgx-Zj2KgdmuNYiV78sUkCvG0FOd-_8D5g8kwOCyxE,1,Adzuna::API::Response::Job,33.775683,"Travel Nurse RN - Registered Nurse First Assistant in Atlanta, GA",5694592877,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Brownsville, TX Agency: Triage Staffing Pay: $1,485 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/6/2026 About the Position TravelNurseSource is working with Triage Staffing to find a qualified ER/Trauma RN in Brownsville, Texas, 78520! Travel Nursing: Emergency Department Brownsville Location: Brownsville Start Date: 4/6/2026 Shift Details: 12H Days (7:00 AM-7:00 PM) 36 hours per wee…",2026-04-09T10:31:58Z,0.0,https://www.adzuna.com/land/ad/5694592875?se=hqJPuSQ08RGCQ49Ke3l5uA&utm_medium=api&utm_source=abfa41a4&v=0CD779D5CADBF700C2047F08BCAF8F741405BE7C,-97.5732,77220.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHFKUHVTUTA4UkdDUTQ5S2UzbDV1QSIsImkiOiI1Njk0NTkyODc1In0.4oyRrKbJMSqBW0tBpb2bD26rDm_nPvU2oVePMX25D6A,0,Adzuna::API::Response::Job,26.0019,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,485 per week in Brownsville, TX",5694592875,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Texas', 'Cameron County', 'Villa Cavazos']","Villa Cavazos, Cameron County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Telemetry Location: Oklahoma City, OK Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Nights Contract Duration: 12 Weeks Start Date: 4/14/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Telemetry RN in Oklahoma City, Oklahoma, 73109! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Telemetry in Oklahoma City, OK. If you are interested…",2026-04-09T10:31:58Z,82680.0,https://www.adzuna.com/land/ad/5694592874?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=360AE23A7DE65490BD81ABC327FA8CF3198A3231,-97.518037,90428.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg3NCIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.yRJuQLchq8U4liWuFpkrKrHJuFHRgNcfc77RLdGQkAw,0,Adzuna::API::Response::Job,35.471783,"Travel Nurse RN - Telemetry - $1,590 to $1,739 per week in Oklahoma City, OK",5694592874,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']","Oklahoma City, Oklahoma County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Operating Room Location: Grandbury, TX Agency: KPG Healthcare Pay: $1,848 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with KPG Healthcare to find a qualified OR RN in Grandbury, Texas, 76028! Travel OR Registered Nurse - 1848 per week in taxable pay and non-taxable stipend amount. Pay rates are subject to confirmation with tax free stipend determined for qualified candida…",2026-04-09T10:31:58Z,0.0,https://www.adzuna.com/land/ad/5694592873?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=9D3F025EB3335BFB6EFA0CA60D4204454ACDEF99,-97.713956,102960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODczIn0.IQ3QGQsZ45JrQayHh5A3B1Umw4L1Jkqc7eYpYP1JuzI,0,Adzuna::API::Response::Job,32.435822,"Travel Nurse RN - Operating Room - $1,980 per week in Grandbury, TX",5694592873,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Texas', 'Hood County', 'Decordova']","Decordova, Hood County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Medical-Surgical Location: Goodyear, AZ Agency: Fusion Medical Staffing Pay: Competitive weekly pay (inquire for details) Shift Information: 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Fusion Medical Staffing to find a qualified Med/Surg RN in Goodyear, Arizona, 85395! Travel Med Surg RN Company: Fusion Medical Staffing Location: Facility in Goodyear, Arizona Job Details Fusion Medical Staffing is see…",2026-04-09T10:31:57Z,21251.32,https://www.adzuna.com/land/ad/5694592865?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=E0EB57C386FD5942FAA04C040FEFEBA2E2881900,-112.386851,21251.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg2NSIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.cq7L1gp3b5nnkPM_h3viRuaxPj4goubU1mZIXp__j30,1,Adzuna::API::Response::Job,33.481254,"Travel Nurse RN - Medical-Surgical in Goodyear, AZ",5694592865,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Arizona', 'Maricopa County', 'Litchfield Park']","Litchfield Park, Maricopa County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Stepdown Location: Cleveland, OH Agency: LRS Healthcare Pay: $1,990 to $2,206 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 4/17/2026 About the Position TravelNurseSource is working with LRS Healthcare to find a qualified Stepdown RN in Cleveland, Ohio, 44106! Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! …",2026-04-09T10:31:57Z,103480.0,https://www.adzuna.com/land/ad/5694592868?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=9E9CE9153BCFF1017B053AB0B09FCF2A383C189B,-81.675465,114712.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODY4In0.p0IqdBQ9HY_fk4eVMX90ZJFRmIvlht0_dxojYxzJRaA,0,Adzuna::API::Response::Job,41.494619,"Travel Nurse RN - Stepdown - $1,990 to $2,206 per week in Cleveland, OH",5694592868,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']","Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Manchester, NH Agency: Host Healthcare Pay: $2,184 to $2,363 per week Shift Information: Days Start Date: ASAP About the Position TravelNurseSource is working with Host Healthcare to find a qualified ER/Trauma RN in Manchester, New Hampshire, 03102! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Emergency Room in Manchester , NH . Why Choose Host Healthcare? Passio…",2026-04-09T10:31:57Z,113568.0,https://www.adzuna.com/land/ad/5694592867?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=9FD336C9E8F251D70BEDFEBF54895E1A6F22D0EC,-71.45269,122876.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODY3In0.B_QsKb16VyvRJwr-9JyZcmrJ3_78f6L-t5JBcJYDQYo,0,Adzuna::API::Response::Job,42.93688,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,184 to $2,363 per week in Manchester, NH",5694592867,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'New Hampshire', 'Hillsborough County', 'Manchester']","Manchester, Hillsborough County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Medical-Surgical Location: Carlsbad, NM Agency: KPG Healthcare Pay: $1,728 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/6/2026 About the Position TravelNurseSource is working with KPG Healthcare to find a qualified Med/Surg RN in Carlsbad, New Mexico, 88220! Travel Med Surg Registered Nurse - 1728 per week in taxable pay and non-taxable stipend amount. Pay rates are subject to confirmation with tax free stipend determined…",2026-04-09T10:31:57Z,0.0,https://www.adzuna.com/land/ad/5694592871?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=545E613A7C2E01B4BD96BBAC3C268BDE0951992F,-104.275373,89856.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg3MSIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.xcD5TtAl_rwKjjap-feXDLorqI-YPEgLza0E2CF1pZQ,0,Adzuna::API::Response::Job,32.422554,"Travel Nurse RN - Medical-Surgical - $1,728 per week in Carlsbad, NM",5694592871,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'New Mexico', 'Eddy County', 'Carlsbad']","Carlsbad, Eddy County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Orthopedics Location: Gallatin, TN Agency: Advantis Medical Staffing Pay: $1,774 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/13/2026 About the Position TravelNurseSource is working with Advantis Medical Staffing to find a qualified Orthopedics RN in Gallatin, Tennessee, 37066! Advantis Medical, the 1 rated travel nurse agency, is currently seeking an experienced Orthopedics Registered Nurse (RN) for an exciting new tra…",2026-04-09T10:31:57Z,0.0,https://www.adzuna.com/land/ad/5694592869?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=979AEBE44D2869D4549903B9F717C69788227C7E,-86.460778,92248.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODY5In0._4vT8JDm3XWvlxl1iXj8DFhCo7-Thjriy99DhTyPn8k,0,Adzuna::API::Response::Job,36.379974,"Travel Nurse RN - Orthopedics - $1,774 per week in Gallatin, TN",5694592869,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Tennessee', 'Sumner County', 'Gallatin']","Gallatin, Sumner County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Operating Room Location: Santa Fe, NM Agency: LRS Healthcare Pay: $1,991 to $2,207 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with LRS Healthcare to find a qualified OR RN in Santa Fe, New Mexico, 87505! Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today!…",2026-04-09T10:31:57Z,103532.0,https://www.adzuna.com/land/ad/5694592870?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=467EFCCB86B0B8132D989CBAFE75A20813A6B732,-106.017574,114764.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg3MCIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.I1mlt9APyW8YTsxZn1Qwd5FSC34rL7mBG4i5RPegkeM,0,Adzuna::API::Response::Job,35.638332,"Travel Nurse RN - Operating Room - $1,991 to $2,207 per week in Santa Fe, NM",5694592870,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'New Mexico', 'Santa Fe County', 'Agua Fria']","Agua Fria, Santa Fe County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Med/Surg / Telemetry Location: Orangeburg, SC Agency: Health Advocates Network Pay: $1,810 per week Shift Information: 3 days x 12 hours Start Date: ASAP About the Position TravelNurseSource is working with Health Advocates Network to find a qualified Med/Surg / Tele RN in Orangeburg, South Carolina, 29118! Health Advocates Network is urgently hiring Med Surg Telemetry Registered Nurses (RNs) in the Orangeburg, SC area. Must have 2 years of Med Surg Telemetry experience.…",2026-04-09T10:31:54Z,0.0,https://www.adzuna.com/land/ad/5694592846?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=0E68D8CC6DC5608557A1F4E817DE1EF07D5D9438,-80.84702,94120.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5Mjg0NiIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.ZssaDcyT5SEhJOvZ3khhloK9Jgp1uwdAUKi98bGdJqs,0,Adzuna::API::Response::Job,33.49846,"Travel Nurse RN - Med/Surg / Telemetry - $1,810 per week in Orangeburg, SC",5694592846,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'South Carolina', 'Orangeburg County', 'Pecan Way Terrace']","Pecan Way Terrace, Orangeburg County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Stepdown Location: Saint Louis, MO Agency: Triage Staffing Pay: $2,101 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/20/2026 About the Position TravelNurseSource is working with Triage Staffing to find a qualified Stepdown RN in Saint Louis, Missouri, 63101! Travel Nursing: Progressive Care Unit Saint Louis Location: Saint Louis Start Date: 4/20/2026 Shift Details: 12H Nights (7:00 PM-7:30 AM) 36 hours per week Length: 1…",2026-04-09T10:31:53Z,0.0,https://www.adzuna.com/land/ad/5694592819?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=C7C3D090189203BE3C117C6DD9F633BAC76A4CF4,-90.260958,109252.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODE5In0.Ud4ApwTDfC1REbLCckKorzmo9k65UjjYgPwcBvV6clc,0,Adzuna::API::Response::Job,38.621762,"Travel Nurse RN - Stepdown - $2,101 per week in Saint Louis, MO",5694592819,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Missouri', 'Saint Louis County', 'Manchester']","Manchester, Saint Louis County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Republic, WA Agency: Host Healthcare Pay: $1,924 to $2,077 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 4/20/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ER/Trauma RN in Republic, Washington, 99166! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Emergency Room in Republic, WA. If you are i…",2026-04-09T10:31:53Z,100048.0,https://www.adzuna.com/land/ad/5694592821?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=F7E24D303587DBE7DD4D5FFEA68E98CAB3DC4E03,-118.702972,108004.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODIxIn0.uLkcMqOCeDfdc-kLKL97agcrDAATZX9wcfX7tez7qZk,0,Adzuna::API::Response::Job,48.67604,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,924 to $2,077 per week in Republic, WA",5694592821,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Washington', 'Ferry County', 'Republic']","Republic, Ferry County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Medical-Surgical Location: Cincinnati, OH Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Nights Start Date: ASAP About the Position TravelNurseSource is working with Host Healthcare to find a qualified Med/Surg RN in Cincinnati, Ohio, 45219! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Cincinnati , OH . Why Choose Host Healthcare? Passionate and transpare…",2026-04-09T10:31:53Z,82680.0,https://www.adzuna.com/land/ad/5694592828?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=24A75E9DF3F187D5D37BD8E05DBC13107FA3E1CD,-84.486,90428.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODI4In0.47kjCnXuun1XWIk5aOLcnilR0QdZ6s1jIw74Jy4OnMk,0,Adzuna::API::Response::Job,39.15384,"Travel Nurse RN - Medical-Surgical - $1,590 to $1,739 per week in Cincinnati, OH",5694592828,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Ohio', 'Hamilton County', 'Avondale']","Avondale, Hamilton County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Siloam Springs, AR Agency: Core Medical Group Pay: $1,400 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 4/20/2026 About the Position TravelNurseSource is working with Core Medical Group to find a qualified ER/Trauma RN in Siloam Springs, Arkansas, 72761! Client in AR seeking Registered Nurse: Emergency Room for the following shift(s): Nights We are looking for a healthcare professional who is ready to pr…",2026-04-09T10:31:52Z,0.0,https://www.adzuna.com/land/ad/5694592810?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=FC2CEEB789E33F2AA3BCC83A276026BC75159639,-94.524552,72800.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODEwIn0.jz9Ku6izc2TxhmA0YGXG_yjUcbou8d4bX4BSBhxUFmQ,0,Adzuna::API::Response::Job,36.182331,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,400 per week in Siloam Springs, AR",5694592810,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Arkansas', 'Benton County', 'Siloam Springs']","Siloam Springs, Benton County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Labor & Delivery Location: Alliance, NE Agency: Host Healthcare Pay: $2,422 to $2,600 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 4/28/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Labor/Delivery RN in Alliance, Nebraska, 69301! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Labor and Delivery in Alliance, NE. If you are intere…",2026-04-09T10:31:52Z,125944.0,https://www.adzuna.com/land/ad/5694592813?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=201F7C74B51EFBB29C89BB592B36973AB393DAA9,-102.8964,135200.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUZ4a3VpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTkyODEzIn0.HIP-PTTskPhAbpo5GiGGwbE7uiiglwLntcj38p2UMy0,0,Adzuna::API::Response::Job,42.12438,"Travel Nurse RN - Labor & Delivery - $2,422 to $2,600 per week in Alliance, NE",5694592813,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Nebraska', 'Box Butte County', 'Alliance']","Alliance, Box Butte County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Progressive Care Unit Location: Tulsa, OK Agency: Atlas MedStaff Pay: $1,479 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/3/2026 About the Position TravelNurseSource is working with Atlas MedStaff to find a qualified PCU RN in Tulsa, Oklahoma, 74104! Atlas Medstaff is currently seeking candidates in the RN (PCU/IMC/Stepdown) profession for a 13 week contract in the Tulsa, Oklahoma area. Atlas Medstaff is a premier staff…",2026-04-09T10:31:51Z,0.0,https://www.adzuna.com/land/ad/5694592803?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=F91364F32A4E8D4CCFED8F2D3CAAFB1D158F767A,-95.953136,76908.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MjgwMyIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.AkjIT1jdQpYU44MAxLKjYjdSYKC3vjWKwCq9Vgs1z5c,0,Adzuna::API::Response::Job,36.14566,"Travel Nurse RN - Progressive Care Unit - $1,479 per week in Tulsa, OK",5694592803,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Oklahoma', 'Tulsa County', 'Williams']","Williams, Tulsa County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Medical-Surgical Location: Hermiston, OR Agency: TRS Healthcare Pay: $2,568 per week Shift Information: Days Start Date: 4/20/2026 About the Position TravelNurseSource is working with TRS Healthcare to find a qualified Med/Surg RN in Hermiston, Oregon, 97838! Registered Nurse - Medical Surgical TRS Healthcare is seeking a Registered Nurse who is licensed to work in OR, and has Medical Surgical experience. The Registered Nurse assumes responsibility and accountability for…",2026-04-09T10:31:51Z,0.0,https://www.adzuna.com/land/ad/5694592805?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=A3D51F0620ADAEF1679946534BA7D44C874C732E,-119.284013,133536.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MjgwNSIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.chJf8k1hgQv5ecHV4JcA94SSmAAldNILjMxAEcR5nZU,0,Adzuna::API::Response::Job,45.83908,"Travel Nurse RN - Medical-Surgical - $2,568 per week in Hermiston, OR",5694592805,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Oregon', 'Umatilla County', 'Hermiston']","Hermiston, Umatilla County",Adzuna::API::Response::Location,,
"Registered Nurse (RN) | Labor & Delivery Location: Ottumwa, IA Agency: Care Career Pay: $2,524 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/27/2026 About the Position TravelNurseSource is working with Care Career to find a qualified Labor/Delivery RN in Ottumwa, Iowa, 52501! Labor and Delivery Registered Nurses (RN) play an important role for expecting and new mothers. They care for women when they are in labor or right after they give birth. …",2026-04-09T10:31:51Z,0.0,https://www.adzuna.com/land/ad/5694592809?se=IFxkuiQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=E9304CDB510B10C986C7274AC5E9B22C8DF469E6,-92.41296,131248.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5MjgwOSIsInMiOiJJRnhrdWlRMDhSR1YyWmxCbGhCYVpBIn0.uu49VCxCDP7nPR9eyz2efeRko0zwUNt1p2F4DJHU3g0,0,Adzuna::API::Response::Job,41.05944,"Travel Nurse RN - Labor & Delivery - $2,524 per week in Ottumwa, IA",5694592809,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,TravelNurseSource,"['US', 'Iowa', 'Wapello County', 'Rutledge']","Rutledge, Wapello County",Adzuna::API::Response::Location,,
